ID,pred
25318,0.017896070345080714
25319,0.013509887484922333
25320,0.008260530323012261
25321,0.8104092676283332
25322,0.17762581962469026
25323,0.0017284665854728463
25324,0.001845293126537508
25325,0.0043902846035352334
25326,0.01645002531072374
25327,0.14849091148111815
25328,0.4065015566639414
25329,0.06684519236277066
25330,0.0028258803702344596
25331,0.004364763889845703
25332,0.007596355005619765
25333,0.020342700024299318
25334,0.08995826797519334
25335,0.001347037134775925
25336,0.007694243052311423
25337,0.10780053200578595
25338,0.09574897690285294
25339,0.0233257943010131
25340,0.0022776670817269942
25341,0.02766612571725616
25342,0.23291282618623754
25343,0.0178485241968564
25344,0.010288351462936777
25345,0.14770322699650285
25346,0.011950048558738846
25347,0.0026903495102691185
25348,0.021702442584368622
25349,0.009356941746133381
25350,0.004225512733460044
25351,0.003918374257735018
25352,0.22081876037974277
25353,0.019233222079973963
25354,0.016904386042732547
25355,0.38290512517027836
25356,0.21632559254973666
25357,0.007016217946065982
25358,0.18977748225014449
25359,0.049572817165257
25360,0.005348856599568582
25361,0.03251002491339923
25362,0.2037478976252033
25363,0.3534940044986347
25364,0.004311070812670094
25365,0.008273491362812793
25366,0.008609655913770203
25367,0.006961938563992065
25368,0.2169003431250583
25369,0.005499658197567143
25370,0.0019126981609316337
25371,0.1341753661098826
25372,0.008142749347746924
25373,0.1071459857865955
25374,0.22891072196387463
25375,0.0017992157126902164
25376,0.04855530028208298
25377,0.04440216191542146
25378,0.0298471481047177
25379,0.03345667950922584
25380,0.006592139161126546
25381,0.0045831052841608854
25382,0.0032000887812246317
25383,0.3381139497341341
25384,0.006760586852430056
25385,0.0329728173815768
25386,0.006403105155220361
25387,0.07010829870547747
25388,0.022339229397396743
25389,0.4300086046428392
25390,0.005259807544468681
25391,0.01395883005835164
25392,0.7523626076698443
25393,0.04676097117811403
25394,0.25780463391472025
25395,0.20228886250558512
25396,0.004944278782306405
25397,0.004610603761229686
25398,0.7486339087563673
25399,0.20051693559118117
25400,0.007014513986637193
25401,0.0028010042142537902
25402,0.31293168151728834
25403,0.03455713633295121
25404,0.0047003973134048405
25405,0.6722464841107847
25406,0.0012313143125432064
25407,0.061948399833407934
25408,0.3248644472964021
25409,0.010637923527779656
25410,0.050034599649109036
25411,0.021214428993280528
25412,0.2207128744204446
25413,0.809446357882962
25414,0.23789969982651454
25415,0.6488613000665783
25416,0.003004365941243628
25417,0.3866588924343808
25418,0.0054909101854843404
25419,0.004192909715954119
25420,0.1653524168325497
25421,0.0015288097980189358
25422,0.001712336231808854
25423,0.004167230064410403
25424,0.02317358807859533
25425,0.00475943653002546
25426,0.0234735358772544
25427,0.27917974434798676
25428,0.005550897187039605
25429,0.35710661757210205
25430,0.0875922456249484
25431,0.3550257052784951
25432,0.018502869553741523
25433,0.008295741509840275
25434,0.31944705020064884
25435,0.007257209868779609
25436,0.0036837435674951036
25437,0.17242572853335897
25438,0.005590820380996759
25439,0.2678126081206314
25440,0.11662288274409482
25441,0.7004065644663863
25442,0.005222823119710745
25443,0.003704113878853887
25444,0.4986031238208145
25445,0.00686529779855071
25446,0.04608039324884263
25447,0.18976146754322318
25448,0.03833922936481925
25449,0.04635184055333368
25450,0.0039390815072901635
25451,0.13114491263079728
25452,0.032991540944406345
25453,0.0025620561589419747
25454,0.23947695404530492
25455,0.014240601136340545
25456,0.008095540556337948
25457,0.3539187031319374
25458,0.8117568367424034
25459,0.05672529870714593
25460,0.03773626379947426
25461,0.005490029997209303
25462,0.09199331029216502
25463,0.11899757098340703
25464,0.19783252574261795
25465,0.002840226972711687
25466,0.17853351707240803
25467,0.2156828099032361
25468,0.023555327690865317
25469,0.0016826339991912096
25470,0.2045997935763973
25471,0.008448833452627052
25472,0.002868668095843383
25473,0.08322817241544418
25474,0.005677922410683241
25475,0.022410023688375004
25476,0.0027387471460278557
25477,0.00891611756062763
25478,0.2528997218095902
25479,0.0033547369695202203
25480,0.13043456515020108
25481,0.06007805940463892
25482,0.00781381034101327
25483,0.003391449699887134
25484,0.0732460038592692
25485,0.8136438979956951
25486,0.21266452722105728
25487,0.001672584130834736
25488,0.2524818498242545
25489,0.27644909877956303
25490,0.571579461351041
25491,0.26820378806814005
25492,0.005298113509637207
25493,0.16424604612540883
25494,0.6604119975374492
25495,0.11209394256125095
25496,0.006555027864479692
25497,0.027109755230498783
25498,0.005819150926875816
25499,0.08674756460239444
25500,0.002082573984376172
25501,0.010320311869319278
25502,0.09769762539601583
25503,0.004647838205529086
25504,0.0031086035419803197
25505,0.45173589030352246
25506,0.07541821366408712
25507,0.004800358080843831
25508,0.00666153067108618
25509,0.09809987555254858
25510,0.017620299115902023
25511,0.2679694215093783
25512,0.3550887056224032
25513,0.03772748056767127
25514,0.0029171210516500674
25515,0.16956546487758442
25516,0.006132685752862145
25517,0.0021413150913238755
25518,0.3283345308573679
25519,0.017020444130765016
25520,0.40929524499431397
25521,0.0137213623032579
25522,0.002251797215001744
25523,0.38368107971389026
25524,0.005704795171980491
25525,0.5573135573312262
25526,0.6475466514295802
25527,0.13588582472374391
25528,0.0045022541078657986
25529,0.2474931029246175
25530,0.0021696089517049206
25531,0.014516976395154795
25532,0.281751999366835
25533,0.04744900476542471
25534,0.2700172497469008
25535,0.14152340888093118
25536,0.3888079410236246
25537,0.0019686513579732154
25538,0.22661663647398486
25539,0.43648239900318914
25540,0.20426139663468262
25541,0.15359472150286996
25542,0.01845003681412918
25543,0.014074856088062988
25544,0.011743975316716055
25545,0.003235921370335256
25546,0.02005652423007095
25547,0.027008837764583883
25548,0.06967188767577474
25549,0.0016489656821856693
25550,0.014923973887507751
25551,0.151778856290845
25552,0.2973929812645529
25553,0.005077681720447105
25554,0.004653520591733378
25555,0.03927307659458914
25556,0.1702543965017854
25557,0.012376039767038471
25558,0.004351204687848665
25559,0.003477735093604135
25560,0.08926908059948917
25561,0.2999743435199774
25562,0.005270710044088889
25563,0.03578774669495069
25564,0.3772636995982092
25565,0.004591999113456011
25566,0.02523110415651188
25567,0.014031557568961997
25568,0.38187093715564113
25569,0.012695000695606277
25570,0.008850659667695042
25571,0.8232925431012226
25572,0.0033182928209529667
25573,0.008391415252772974
